,Learning Rate,Max Depth,Boosting Count,R2
1540,1.6681005372000588,11,39,0.8925
1541,1.6681005372000588,11,40,0.8925
1542,1.6681005372000588,11,41,0.8925
1543,1.6681005372000588,11,42,0.8925
1544,1.6681005372000588,11,43,0.8925
1545,1.6681005372000588,11,44,0.8925
1546,1.6681005372000588,11,45,0.8925
1547,1.6681005372000588,11,46,0.8925
1548,1.6681005372000588,11,47,0.8925
1549,1.6681005372000588,11,48,0.8925
1550,1.6681005372000588,11,49,0.8925
1551,1.6681005372000588,12,3,0.85
1552,1.6681005372000588,12,4,0.8625
1553,1.6681005372000588,12,5,0.8675
1554,1.6681005372000588,12,6,0.8675
1555,1.6681005372000588,12,7,0.875
1556,1.6681005372000588,12,8,0.8825
1557,1.6681005372000588,12,9,0.885
1558,1.6681005372000588,12,10,0.89
1559,1.6681005372000588,12,11,0.8925
1560,1.6681005372000588,12,12,0.89
1561,1.6681005372000588,12,13,0.895
1562,1.6681005372000588,12,14,0.8925
1563,1.6681005372000588,12,15,0.895
1564,1.6681005372000588,12,16,0.895
1565,1.6681005372000588,12,17,0.895
1566,1.6681005372000588,12,18,0.895
1567,1.6681005372000588,12,19,0.895
1568,1.6681005372000588,12,20,0.895
1569,1.6681005372000588,12,21,0.895
1570,1.6681005372000588,12,22,0.895
1571,1.6681005372000588,12,23,0.895
1572,1.6681005372000588,12,24,0.895
1573,1.6681005372000588,12,25,0.895
1574,1.6681005372000588,12,26,0.895
1575,1.6681005372000588,12,27,0.895
1576,1.6681005372000588,12,28,0.895
1577,1.6681005372000588,12,29,0.895
1578,1.6681005372000588,12,30,0.895
1579,1.6681005372000588,12,31,0.895
1580,1.6681005372000588,12,32,0.895
1581,1.6681005372000588,12,33,0.895
1582,1.6681005372000588,12,34,0.895
1583,1.6681005372000588,12,35,0.895
1584,1.6681005372000588,12,36,0.895
1585,1.6681005372000588,12,37,0.895
1586,1.6681005372000588,12,38,0.895
1587,1.6681005372000588,12,39,0.895
1588,1.6681005372000588,12,40,0.895
1589,1.6681005372000588,12,41,0.895
1590,1.6681005372000588,12,42,0.895
1591,1.6681005372000588,12,43,0.895
1592,1.6681005372000588,12,44,0.895
1593,1.6681005372000588,12,45,0.895
1594,1.6681005372000588,12,46,0.895
1595,1.6681005372000588,12,47,0.895
1596,1.6681005372000588,12,48,0.895
1597,1.6681005372000588,12,49,0.895
1598,1.6681005372000588,13,3,0.8375
1599,1.6681005372000588,13,4,0.8375
1600,1.6681005372000588,13,5,0.84
1601,1.6681005372000588,13,6,0.8475
1602,1.6681005372000588,13,7,0.8475
1603,1.6681005372000588,13,8,0.8475
1604,1.6681005372000588,13,9,0.85
1605,1.6681005372000588,13,10,0.8525
1606,1.6681005372000588,13,11,0.855
1607,1.6681005372000588,13,12,0.8575
1608,1.6681005372000588,13,13,0.8575
1609,1.6681005372000588,13,14,0.8575
1610,1.6681005372000588,13,15,0.8575
1611,1.6681005372000588,13,16,0.8575
1612,1.6681005372000588,13,17,0.8575
1613,1.6681005372000588,13,18,0.8575
1614,1.6681005372000588,13,19,0.8575
1615,1.6681005372000588,13,20,0.8575
1616,1.6681005372000588,13,21,0.8575
1617,1.6681005372000588,13,22,0.8575
1618,1.6681005372000588,13,23,0.8575
1619,1.6681005372000588,13,24,0.8575
1620,1.6681005372000588,13,25,0.8575
1621,1.6681005372000588,13,26,0.8575
1622,1.6681005372000588,13,27,0.8575
1623,1.6681005372000588,13,28,0.8575
1624,1.6681005372000588,13,29,0.8575
1625,1.6681005372000588,13,30,0.8575
1626,1.6681005372000588,13,31,0.8575
1627,1.6681005372000588,13,32,0.8575
1628,1.6681005372000588,13,33,0.8575
1629,1.6681005372000588,13,34,0.8575
1630,1.6681005372000588,13,35,0.8575
1631,1.6681005372000588,13,36,0.8575
1632,1.6681005372000588,13,37,0.8575
1633,1.6681005372000588,13,38,0.8575
1634,1.6681005372000588,13,39,0.8575
1635,1.6681005372000588,13,40,0.8575
1636,1.6681005372000588,13,41,0.8575
1637,1.6681005372000588,13,42,0.8575
1638,1.6681005372000588,13,43,0.8575
1639,1.6681005372000588,13,44,0.8575
1640,1.6681005372000588,13,45,0.8575
1641,1.6681005372000588,13,46,0.8575
1642,1.6681005372000588,13,47,0.8575
1643,1.6681005372000588,13,48,0.8575
1644,1.6681005372000588,13,49,0.8575
1645,1.6681005372000588,14,3,0.8375
1646,1.6681005372000588,14,4,0.8375
1647,1.6681005372000588,14,5,0.84
1648,1.6681005372000588,14,6,0.8475
1649,1.6681005372000588,14,7,0.8475
1650,1.6681005372000588,14,8,0.8475
1651,1.6681005372000588,14,9,0.85
1652,1.6681005372000588,14,10,0.8525
1653,1.6681005372000588,14,11,0.855
1654,1.6681005372000588,14,12,0.8575
1655,1.6681005372000588,14,13,0.8575
1656,1.6681005372000588,14,14,0.8575
1657,1.6681005372000588,14,15,0.8575
1658,1.6681005372000588,14,16,0.8575
1659,1.6681005372000588,14,17,0.8575
1660,1.6681005372000588,14,18,0.8575
1661,1.6681005372000588,14,19,0.8575
1662,1.6681005372000588,14,20,0.8575
1663,1.6681005372000588,14,21,0.8575
1664,1.6681005372000588,14,22,0.8575
1665,1.6681005372000588,14,23,0.8575
1666,1.6681005372000588,14,24,0.8575
1667,1.6681005372000588,14,25,0.8575
1668,1.6681005372000588,14,26,0.8575
1669,1.6681005372000588,14,27,0.8575
1670,1.6681005372000588,14,28,0.8575
1671,1.6681005372000588,14,29,0.8575
1672,1.6681005372000588,14,30,0.8575
1673,1.6681005372000588,14,31,0.8575
1674,1.6681005372000588,14,32,0.8575
1675,1.6681005372000588,14,33,0.8575
1676,1.6681005372000588,14,34,0.8575
1677,1.6681005372000588,14,35,0.8575
1678,1.6681005372000588,14,36,0.8575
1679,1.6681005372000588,14,37,0.8575
1680,1.6681005372000588,14,38,0.8575
1681,1.6681005372000588,14,39,0.8575
1682,1.6681005372000588,14,40,0.8575
1683,1.6681005372000588,14,41,0.8575
1684,1.6681005372000588,14,42,0.8575
1685,1.6681005372000588,14,43,0.8575
1686,1.6681005372000588,14,44,0.8575
1687,1.6681005372000588,14,45,0.8575
1688,1.6681005372000588,14,46,0.8575
1689,1.6681005372000588,14,47,0.8575
1690,1.6681005372000588,14,48,0.8575
1691,1.6681005372000588,14,49,0.8575
1692,2.154434690031884,3,3,0.8875
1693,2.154434690031884,3,4,0.735
1694,2.154434690031884,3,5,0.735
1695,2.154434690031884,3,6,0.735
1696,2.154434690031884,3,7,0.735
1697,2.154434690031884,3,8,0.74
1698,2.154434690031884,3,9,0.7325
1699,2.154434690031884,3,10,0.735
1700,2.154434690031884,3,11,0.7325
1701,2.154434690031884,3,12,0.735
1702,2.154434690031884,3,13,0.7325
1703,2.154434690031884,3,14,0.735
1704,2.154434690031884,3,15,0.7325
1705,2.154434690031884,3,16,0.735
1706,2.154434690031884,3,17,0.7325
1707,2.154434690031884,3,18,0.735
1708,2.154434690031884,3,19,0.7325
1709,2.154434690031884,3,20,0.735
1710,2.154434690031884,3,21,0.7325
1711,2.154434690031884,3,22,0.735
1712,2.154434690031884,3,23,0.7325
1713,2.154434690031884,3,24,0.735
1714,2.154434690031884,3,25,0.7325
1715,2.154434690031884,3,26,0.735
1716,2.154434690031884,3,27,0.7325
1717,2.154434690031884,3,28,0.735
1718,2.154434690031884,3,29,0.7325
1719,2.154434690031884,3,30,0.735
1720,2.154434690031884,3,31,0.7325
1721,2.154434690031884,3,32,0.735
1722,2.154434690031884,3,33,0.7325
1723,2.154434690031884,3,34,0.735
1724,2.154434690031884,3,35,0.7325
1725,2.154434690031884,3,36,0.735
1726,2.154434690031884,3,37,0.7325
1727,2.154434690031884,3,38,0.735
1728,2.154434690031884,3,39,0.7325
1729,2.154434690031884,3,40,0.735
1730,2.154434690031884,3,41,0.7325
1731,2.154434690031884,3,42,0.735
1732,2.154434690031884,3,43,0.7325
1733,2.154434690031884,3,44,0.735
1734,2.154434690031884,3,45,0.7325
1735,2.154434690031884,3,46,0.735
1736,2.154434690031884,3,47,0.7325
1737,2.154434690031884,3,48,0.735
1738,2.154434690031884,3,49,0.7325
1739,2.154434690031884,4,3,0.88
1740,2.154434690031884,4,4,0.7625
1741,2.154434690031884,4,5,0.77
1742,2.154434690031884,4,6,0.78
1743,2.154434690031884,4,7,0.755
1744,2.154434690031884,4,8,0.755
1745,2.154434690031884,4,9,0.755
1746,2.154434690031884,4,10,0.7575
1747,2.154434690031884,4,11,0.755
1748,2.154434690031884,4,12,0.745
1749,2.154434690031884,4,13,0.7575
1750,2.154434690031884,4,14,0.6725
1751,2.154434690031884,4,15,0.7475
1752,2.154434690031884,4,16,0.66
1753,2.154434690031884,4,17,0.64
1754,2.154434690031884,4,18,0.415
1755,2.154434690031884,4,19,0.435
1756,2.154434690031884,4,20,0.445
1757,2.154434690031884,4,21,0.47
1758,2.154434690031884,4,22,0.47
1759,2.154434690031884,4,23,0.47
1760,2.154434690031884,4,24,0.47
1761,2.154434690031884,4,25,0.47
1762,2.154434690031884,4,26,0.47
1763,2.154434690031884,4,27,0.47
1764,2.154434690031884,4,28,0.47
1765,2.154434690031884,4,29,0.47
1766,2.154434690031884,4,30,0.47
1767,2.154434690031884,4,31,0.47
1768,2.154434690031884,4,32,0.47
1769,2.154434690031884,4,33,0.47
1770,2.154434690031884,4,34,0.47
1771,2.154434690031884,4,35,0.47
1772,2.154434690031884,4,36,0.47
1773,2.154434690031884,4,37,0.47
1774,2.154434690031884,4,38,0.47
1775,2.154434690031884,4,39,0.47
1776,2.154434690031884,4,40,0.47
1777,2.154434690031884,4,41,0.47
1778,2.154434690031884,4,42,0.47
1779,2.154434690031884,4,43,0.47
1780,2.154434690031884,4,44,0.47
1781,2.154434690031884,4,45,0.47
1782,2.154434690031884,4,46,0.47
1783,2.154434690031884,4,47,0.47
1784,2.154434690031884,4,48,0.47
1785,2.154434690031884,4,49,0.47
1786,2.154434690031884,5,3,0.8625
1787,2.154434690031884,5,4,0.8575
1788,2.154434690031884,5,5,0.88
1789,2.154434690031884,5,6,0.86
1790,2.154434690031884,5,7,0.86
1791,2.154434690031884,5,8,0.87
1792,2.154434690031884,5,9,0.8375
1793,2.154434690031884,5,10,0.86
1794,2.154434690031884,5,11,0.8225
1795,2.154434690031884,5,12,0.855
1796,2.154434690031884,5,13,0.6125
1797,2.154434690031884,5,14,0.68
1798,2.154434690031884,5,15,0.6375
1799,2.154434690031884,5,16,0.8
1800,2.154434690031884,5,17,0.7925
1801,2.154434690031884,5,18,0.795
1802,2.154434690031884,5,19,0.7925
1803,2.154434690031884,5,20,0.795
1804,2.154434690031884,5,21,0.7975
1805,2.154434690031884,5,22,0.7975
1806,2.154434690031884,5,23,0.795
1807,2.154434690031884,5,24,0.795
1808,2.154434690031884,5,25,0.795
1809,2.154434690031884,5,26,0.7975
1810,2.154434690031884,5,27,0.7975
1811,2.154434690031884,5,28,0.8
1812,2.154434690031884,5,29,0.8
1813,2.154434690031884,5,30,0.8075
1814,2.154434690031884,5,31,0.8025
1815,2.154434690031884,5,32,0.805
1816,2.154434690031884,5,33,0.8125
1817,2.154434690031884,5,34,0.8075
1818,2.154434690031884,5,35,0.81
1819,2.154434690031884,5,36,0.8075
1820,2.154434690031884,5,37,0.8125
1821,2.154434690031884,5,38,0.81
1822,2.154434690031884,5,39,0.805
1823,2.154434690031884,5,40,0.805
1824,2.154434690031884,5,41,0.805
1825,2.154434690031884,5,42,0.8075
1826,2.154434690031884,5,43,0.8075
1827,2.154434690031884,5,44,0.8075
1828,2.154434690031884,5,45,0.815
1829,2.154434690031884,5,46,0.8075
1830,2.154434690031884,5,47,0.8125
1831,2.154434690031884,5,48,0.8125
1832,2.154434690031884,5,49,0.81
1833,2.154434690031884,6,3,0.855
1834,2.154434690031884,6,4,0.8475
1835,2.154434690031884,6,5,0.8475
1836,2.154434690031884,6,6,0.83
1837,2.154434690031884,6,7,0.84
1838,2.154434690031884,6,8,0.7775
1839,2.154434690031884,6,9,0.85
1840,2.154434690031884,6,10,0.8225
1841,2.154434690031884,6,11,0.8475
1842,2.154434690031884,6,12,0.84
1843,2.154434690031884,6,13,0.84
1844,2.154434690031884,6,14,0.845
1845,2.154434690031884,6,15,0.8475
1846,2.154434690031884,6,16,0.85
1847,2.154434690031884,6,17,0.8475
1848,2.154434690031884,6,18,0.8475
1849,2.154434690031884,6,19,0.8475
1850,2.154434690031884,6,20,0.8425
1851,2.154434690031884,6,21,0.845
1852,2.154434690031884,6,22,0.84
1853,2.154434690031884,6,23,0.84
1854,2.154434690031884,6,24,0.845
1855,2.154434690031884,6,25,0.8475
1856,2.154434690031884,6,26,0.85
1857,2.154434690031884,6,27,0.845
1858,2.154434690031884,6,28,0.8475
1859,2.154434690031884,6,29,0.8425
1860,2.154434690031884,6,30,0.8475
1861,2.154434690031884,6,31,0.85
1862,2.154434690031884,6,32,0.8425
1863,2.154434690031884,6,33,0.85
1864,2.154434690031884,6,34,0.8475
1865,2.154434690031884,6,35,0.85
1866,2.154434690031884,6,36,0.85
1867,2.154434690031884,6,37,0.8525
1868,2.154434690031884,6,38,0.8475
1869,2.154434690031884,6,39,0.8525
1870,2.154434690031884,6,40,0.8525
1871,2.154434690031884,6,41,0.8475
1872,2.154434690031884,6,42,0.855
1873,2.154434690031884,6,43,0.8475
1874,2.154434690031884,6,44,0.855
1875,2.154434690031884,6,45,0.8475
1876,2.154434690031884,6,46,0.8525
1877,2.154434690031884,6,47,0.8525
1878,2.154434690031884,6,48,0.8525
1879,2.154434690031884,6,49,0.85
1880,2.154434690031884,7,3,0.8375
1881,2.154434690031884,7,4,0.85
1882,2.154434690031884,7,5,0.84
1883,2.154434690031884,7,6,0.8475
1884,2.154434690031884,7,7,0.845
1885,2.154434690031884,7,8,0.84
1886,2.154434690031884,7,9,0.8425
1887,2.154434690031884,7,10,0.84
1888,2.154434690031884,7,11,0.84
1889,2.154434690031884,7,12,0.8425
1890,2.154434690031884,7,13,0.8425
1891,2.154434690031884,7,14,0.8425
1892,2.154434690031884,7,15,0.845
1893,2.154434690031884,7,16,0.8475
1894,2.154434690031884,7,17,0.845
1895,2.154434690031884,7,18,0.8475
1896,2.154434690031884,7,19,0.8475
1897,2.154434690031884,7,20,0.845
1898,2.154434690031884,7,21,0.85
1899,2.154434690031884,7,22,0.85
1900,2.154434690031884,7,23,0.8525
1901,2.154434690031884,7,24,0.8525
1902,2.154434690031884,7,25,0.8525
1903,2.154434690031884,7,26,0.8525
1904,2.154434690031884,7,27,0.855
1905,2.154434690031884,7,28,0.8575
1906,2.154434690031884,7,29,0.8525
1907,2.154434690031884,7,30,0.8525
1908,2.154434690031884,7,31,0.8575
1909,2.154434690031884,7,32,0.8575
1910,2.154434690031884,7,33,0.855
1911,2.154434690031884,7,34,0.86
1912,2.154434690031884,7,35,0.8575
1913,2.154434690031884,7,36,0.86
1914,2.154434690031884,7,37,0.86
1915,2.154434690031884,7,38,0.855
1916,2.154434690031884,7,39,0.8575
1917,2.154434690031884,7,40,0.855
1918,2.154434690031884,7,41,0.86
1919,2.154434690031884,7,42,0.86
1920,2.154434690031884,7,43,0.8575
1921,2.154434690031884,7,44,0.8575
1922,2.154434690031884,7,45,0.8575
1923,2.154434690031884,7,46,0.8575
1924,2.154434690031884,7,47,0.86
1925,2.154434690031884,7,48,0.855
1926,2.154434690031884,7,49,0.8575
1927,2.154434690031884,8,3,0.825
1928,2.154434690031884,8,4,0.8325
1929,2.154434690031884,8,5,0.8325
1930,2.154434690031884,8,6,0.845
1931,2.154434690031884,8,7,0.845
1932,2.154434690031884,8,8,0.8425
1933,2.154434690031884,8,9,0.845
1934,2.154434690031884,8,10,0.845
1935,2.154434690031884,8,11,0.8475
1936,2.154434690031884,8,12,0.8475
1937,2.154434690031884,8,13,0.8425
1938,2.154434690031884,8,14,0.8475
1939,2.154434690031884,8,15,0.8425
1940,2.154434690031884,8,16,0.85
1941,2.154434690031884,8,17,0.8475
1942,2.154434690031884,8,18,0.8575
1943,2.154434690031884,8,19,0.86
1944,2.154434690031884,8,20,0.8625
1945,2.154434690031884,8,21,0.8625
1946,2.154434690031884,8,22,0.8625
1947,2.154434690031884,8,23,0.87
1948,2.154434690031884,8,24,0.8625
1949,2.154434690031884,8,25,0.8625
1950,2.154434690031884,8,26,0.8625
1951,2.154434690031884,8,27,0.86
1952,2.154434690031884,8,28,0.8675
1953,2.154434690031884,8,29,0.8625
1954,2.154434690031884,8,30,0.86
1955,2.154434690031884,8,31,0.8625
1956,2.154434690031884,8,32,0.8625
1957,2.154434690031884,8,33,0.8625
1958,2.154434690031884,8,34,0.8675
1959,2.154434690031884,8,35,0.86
1960,2.154434690031884,8,36,0.8625
1961,2.154434690031884,8,37,0.865
1962,2.154434690031884,8,38,0.865
1963,2.154434690031884,8,39,0.8625
1964,2.154434690031884,8,40,0.8675
1965,2.154434690031884,8,41,0.865
1966,2.154434690031884,8,42,0.8675
1967,2.154434690031884,8,43,0.865
1968,2.154434690031884,8,44,0.8675
1969,2.154434690031884,8,45,0.8675
1970,2.154434690031884,8,46,0.8675
1971,2.154434690031884,8,47,0.8675
1972,2.154434690031884,8,48,0.8675
1973,2.154434690031884,8,49,0.8675
1974,2.154434690031884,9,3,0.8375
1975,2.154434690031884,9,4,0.845
1976,2.154434690031884,9,5,0.8525
1977,2.154434690031884,9,6,0.8525
1978,2.154434690031884,9,7,0.855
1979,2.154434690031884,9,8,0.8575
1980,2.154434690031884,9,9,0.855
1981,2.154434690031884,9,10,0.865
1982,2.154434690031884,9,11,0.865
1983,2.154434690031884,9,12,0.865
1984,2.154434690031884,9,13,0.87
1985,2.154434690031884,9,14,0.8725
1986,2.154434690031884,9,15,0.87
1987,2.154434690031884,9,16,0.875
1988,2.154434690031884,9,17,0.88
1989,2.154434690031884,9,18,0.8675
1990,2.154434690031884,9,19,0.8775
1991,2.154434690031884,9,20,0.87
1992,2.154434690031884,9,21,0.8725
1993,2.154434690031884,9,22,0.875
1994,2.154434690031884,9,23,0.8775
1995,2.154434690031884,9,24,0.8775
1996,2.154434690031884,9,25,0.875
1997,2.154434690031884,9,26,0.88
1998,2.154434690031884,9,27,0.8875
1999,2.154434690031884,9,28,0.8875
2000,2.154434690031884,9,29,0.88
2001,2.154434690031884,9,30,0.88
2002,2.154434690031884,9,31,0.88
2003,2.154434690031884,9,32,0.8825
2004,2.154434690031884,9,33,0.88
2005,2.154434690031884,9,34,0.8775
2006,2.154434690031884,9,35,0.88
2007,2.154434690031884,9,36,0.88
2008,2.154434690031884,9,37,0.88
2009,2.154434690031884,9,38,0.88
2010,2.154434690031884,9,39,0.88
2011,2.154434690031884,9,40,0.88
2012,2.154434690031884,9,41,0.88
2013,2.154434690031884,9,42,0.8775
2014,2.154434690031884,9,43,0.88
2015,2.154434690031884,9,44,0.8775
2016,2.154434690031884,9,45,0.88
2017,2.154434690031884,9,46,0.8775
2018,2.154434690031884,9,47,0.88
2019,2.154434690031884,9,48,0.8775
2020,2.154434690031884,9,49,0.88
2021,2.154434690031884,10,3,0.83
2022,2.154434690031884,10,4,0.8325
2023,2.154434690031884,10,5,0.835
2024,2.154434690031884,10,6,0.8475
2025,2.154434690031884,10,7,0.84
2026,2.154434690031884,10,8,0.845
2027,2.154434690031884,10,9,0.855
2028,2.154434690031884,10,10,0.8575
2029,2.154434690031884,10,11,0.8575
2030,2.154434690031884,10,12,0.8575
2031,2.154434690031884,10,13,0.8575
2032,2.154434690031884,10,14,0.86
2033,2.154434690031884,10,15,0.8625
2034,2.154434690031884,10,16,0.8625
2035,2.154434690031884,10,17,0.86
2036,2.154434690031884,10,18,0.865
2037,2.154434690031884,10,19,0.86
2038,2.154434690031884,10,20,0.8575
2039,2.154434690031884,10,21,0.8575
2040,2.154434690031884,10,22,0.86
2041,2.154434690031884,10,23,0.865
2042,2.154434690031884,10,24,0.86
2043,2.154434690031884,10,25,0.865
2044,2.154434690031884,10,26,0.86
2045,2.154434690031884,10,27,0.8625
2046,2.154434690031884,10,28,0.86
2047,2.154434690031884,10,29,0.8625
2048,2.154434690031884,10,30,0.86
2049,2.154434690031884,10,31,0.86
2050,2.154434690031884,10,32,0.86
2051,2.154434690031884,10,33,0.86
2052,2.154434690031884,10,34,0.86
2053,2.154434690031884,10,35,0.86
2054,2.154434690031884,10,36,0.86
2055,2.154434690031884,10,37,0.86
2056,2.154434690031884,10,38,0.86
2057,2.154434690031884,10,39,0.8575
2058,2.154434690031884,10,40,0.8575
2059,2.154434690031884,10,41,0.86
2060,2.154434690031884,10,42,0.8575
2061,2.154434690031884,10,43,0.86
2062,2.154434690031884,10,44,0.8575
2063,2.154434690031884,10,45,0.86
2064,2.154434690031884,10,46,0.8575
2065,2.154434690031884,10,47,0.86
2066,2.154434690031884,10,48,0.8575
2067,2.154434690031884,10,49,0.86
2068,2.154434690031884,11,3,0.86
2069,2.154434690031884,11,4,0.88
2070,2.154434690031884,11,5,0.87
2071,2.154434690031884,11,6,0.865
2072,2.154434690031884,11,7,0.8775
2073,2.154434690031884,11,8,0.88
2074,2.154434690031884,11,9,0.8775
2075,2.154434690031884,11,10,0.875
2076,2.154434690031884,11,11,0.8775
2077,2.154434690031884,11,12,0.8825
2078,2.154434690031884,11,13,0.8875
2079,2.154434690031884,11,14,0.8825
2080,2.154434690031884,11,15,0.8825
2081,2.154434690031884,11,16,0.8875
2082,2.154434690031884,11,17,0.8825
2083,2.154434690031884,11,18,0.8825
2084,2.154434690031884,11,19,0.8825
2085,2.154434690031884,11,20,0.8825
2086,2.154434690031884,11,21,0.8825
2087,2.154434690031884,11,22,0.885
2088,2.154434690031884,11,23,0.8825
2089,2.154434690031884,11,24,0.885
2090,2.154434690031884,11,25,0.8825
2091,2.154434690031884,11,26,0.885
2092,2.154434690031884,11,27,0.8825
2093,2.154434690031884,11,28,0.885
2094,2.154434690031884,11,29,0.885
2095,2.154434690031884,11,30,0.885
2096,2.154434690031884,11,31,0.885
2097,2.154434690031884,11,32,0.885
2098,2.154434690031884,11,33,0.885
2099,2.154434690031884,11,34,0.885
2100,2.154434690031884,11,35,0.8825
2101,2.154434690031884,11,36,0.885
2102,2.154434690031884,11,37,0.8825
2103,2.154434690031884,11,38,0.885
2104,2.154434690031884,11,39,0.8825
2105,2.154434690031884,11,40,0.8875
2106,2.154434690031884,11,41,0.8825
2107,2.154434690031884,11,42,0.8875
2108,2.154434690031884,11,43,0.8825
2109,2.154434690031884,11,44,0.8875
2110,2.154434690031884,11,45,0.8825
2111,2.154434690031884,11,46,0.8875
2112,2.154434690031884,11,47,0.8825
2113,2.154434690031884,11,48,0.8875
2114,2.154434690031884,11,49,0.8825
2115,2.154434690031884,12,3,0.84
2116,2.154434690031884,12,4,0.8575
2117,2.154434690031884,12,5,0.8625
2118,2.154434690031884,12,6,0.87
2119,2.154434690031884,12,7,0.8675
2120,2.154434690031884,12,8,0.8625
2121,2.154434690031884,12,9,0.88
2122,2.154434690031884,12,10,0.87
2123,2.154434690031884,12,11,0.8725
2124,2.154434690031884,12,12,0.87
2125,2.154434690031884,12,13,0.87
2126,2.154434690031884,12,14,0.87
2127,2.154434690031884,12,15,0.87
2128,2.154434690031884,12,16,0.87
2129,2.154434690031884,12,17,0.87
2130,2.154434690031884,12,18,0.87
2131,2.154434690031884,12,19,0.87
2132,2.154434690031884,12,20,0.87
2133,2.154434690031884,12,21,0.87
2134,2.154434690031884,12,22,0.87
2135,2.154434690031884,12,23,0.87
2136,2.154434690031884,12,24,0.87
2137,2.154434690031884,12,25,0.8675
2138,2.154434690031884,12,26,0.87
2139,2.154434690031884,12,27,0.87
2140,2.154434690031884,12,28,0.8725
2141,2.154434690031884,12,29,0.87
2142,2.154434690031884,12,30,0.8725
2143,2.154434690031884,12,31,0.87
2144,2.154434690031884,12,32,0.8725
2145,2.154434690031884,12,33,0.87
2146,2.154434690031884,12,34,0.8725
2147,2.154434690031884,12,35,0.87
2148,2.154434690031884,12,36,0.8725
2149,2.154434690031884,12,37,0.87
2150,2.154434690031884,12,38,0.8725
2151,2.154434690031884,12,39,0.8725
2152,2.154434690031884,12,40,0.8725
2153,2.154434690031884,12,41,0.8725
2154,2.154434690031884,12,42,0.8725
2155,2.154434690031884,12,43,0.87
2156,2.154434690031884,12,44,0.8725
2157,2.154434690031884,12,45,0.87
2158,2.154434690031884,12,46,0.875
2159,2.154434690031884,12,47,0.87
2160,2.154434690031884,12,48,0.875
2161,2.154434690031884,12,49,0.87
2162,2.154434690031884,13,3,0.835
2163,2.154434690031884,13,4,0.84
2164,2.154434690031884,13,5,0.85
2165,2.154434690031884,13,6,0.8525
2166,2.154434690031884,13,7,0.8525
2167,2.154434690031884,13,8,0.855
2168,2.154434690031884,13,9,0.855
2169,2.154434690031884,13,10,0.8525
2170,2.154434690031884,13,11,0.8525
2171,2.154434690031884,13,12,0.8525
2172,2.154434690031884,13,13,0.8525
2173,2.154434690031884,13,14,0.8525
2174,2.154434690031884,13,15,0.8525
2175,2.154434690031884,13,16,0.8525
2176,2.154434690031884,13,17,0.8525
2177,2.154434690031884,13,18,0.8525
2178,2.154434690031884,13,19,0.8525
2179,2.154434690031884,13,20,0.8525
2180,2.154434690031884,13,21,0.8525
2181,2.154434690031884,13,22,0.8525
2182,2.154434690031884,13,23,0.8525
2183,2.154434690031884,13,24,0.8525
2184,2.154434690031884,13,25,0.8525
2185,2.154434690031884,13,26,0.86
2186,2.154434690031884,13,27,0.8525
2187,2.154434690031884,13,28,0.86
2188,2.154434690031884,13,29,0.8525
2189,2.154434690031884,13,30,0.86
2190,2.154434690031884,13,31,0.8525
2191,2.154434690031884,13,32,0.86
2192,2.154434690031884,13,33,0.8525
2193,2.154434690031884,13,34,0.86
2194,2.154434690031884,13,35,0.8525
2195,2.154434690031884,13,36,0.86
2196,2.154434690031884,13,37,0.8525
2197,2.154434690031884,13,38,0.86
2198,2.154434690031884,13,39,0.8525
2199,2.154434690031884,13,40,0.86
2200,2.154434690031884,13,41,0.8525
2201,2.154434690031884,13,42,0.86
2202,2.154434690031884,13,43,0.8525
2203,2.154434690031884,13,44,0.86
2204,2.154434690031884,13,45,0.8525
2205,2.154434690031884,13,46,0.86
2206,2.154434690031884,13,47,0.8525
2207,2.154434690031884,13,48,0.86
2208,2.154434690031884,13,49,0.8525
2209,2.154434690031884,14,3,0.835
2210,2.154434690031884,14,4,0.84
2211,2.154434690031884,14,5,0.85
2212,2.154434690031884,14,6,0.8525
2213,2.154434690031884,14,7,0.8525
2214,2.154434690031884,14,8,0.855
2215,2.154434690031884,14,9,0.855
2216,2.154434690031884,14,10,0.8525
2217,2.154434690031884,14,11,0.8525
2218,2.154434690031884,14,12,0.8525
2219,2.154434690031884,14,13,0.8525
2220,2.154434690031884,14,14,0.8525
2221,2.154434690031884,14,15,0.8525
2222,2.154434690031884,14,16,0.8525
2223,2.154434690031884,14,17,0.8525
2224,2.154434690031884,14,18,0.8525
2225,2.154434690031884,14,19,0.8525
2226,2.154434690031884,14,20,0.8525
2227,2.154434690031884,14,21,0.8525
2228,2.154434690031884,14,22,0.8525
2229,2.154434690031884,14,23,0.8525
2230,2.154434690031884,14,24,0.8525
2231,2.154434690031884,14,25,0.8525
2232,2.154434690031884,14,26,0.8525
2233,2.154434690031884,14,27,0.8525
2234,2.154434690031884,14,28,0.8525
2235,2.154434690031884,14,29,0.8525
2236,2.154434690031884,14,30,0.8575
2237,2.154434690031884,14,31,0.8525
2238,2.154434690031884,14,32,0.8575
2239,2.154434690031884,14,33,0.8525
2240,2.154434690031884,14,34,0.8575
2241,2.154434690031884,14,35,0.8525
2242,2.154434690031884,14,36,0.8575
2243,2.154434690031884,14,37,0.8525
2244,2.154434690031884,14,38,0.8575
2245,2.154434690031884,14,39,0.8525
2246,2.154434690031884,14,40,0.8575
